employee_id,Age,Education,YearsAtCompany,JobLevel,MonthlyIncome,early_tool_actions,early_unique_tools,early_login_count,early_active_minutes,high_friction,early_active_minutes_per_login,early_tool_actions_per_unique_tool,zero_early_activity,early_activity_x_joblevel,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Gender_Male,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,orientation_completed_Yes,manager_assigned_Yes,buddy_assigned_Yes,first_week_checkin_Yes
1,0.4463504035345031,-0.8916882501868245,-0.16461310905422863,-0.05778754527941421,-0.10834951351067117,0.653951668071123,0.36208646689259233,-0.06952895071623556,0.3054848467035052,1,0.2802673443840275,0.5420217752544482,0.0,0.14563611991959424,-1.3740508422516025,1.515243916193211,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339,-1.224744871391589,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
2,1.3223652142096962,-1.8684257522543597,0.48850772848886465,-0.05778754527941421,-0.29171858995657424,-0.5417062325066768,-0.33918771799819886,-1.0202969279522,-0.4795725284143276,1,1.1290806973240122,-0.5755821827581951,0.0,-0.356924079737035,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,0.816496580927726,2.075297377672938,-1.562889295765913,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
4,0.008342998196906572,-0.8916882501868245,-1.1442943653688686,-0.9614863916702531,-0.9376536912260358,-1.1395351827955769,-1.04046190288899,-1.7333729108791733,-1.8515655436044833,1,-1.4856882823952713,-0.5755896333829511,0.0,-1.258203175966668,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,-0.48185865349153717,0.639840584172622,-9.53283798246881,0.06917144638660723,0.11443084218428509,-13.518505834595777
5,-0.42966440714069,1.0617867539482457,0.16194730971731802,-0.9614863916702531,-0.7636336754564013,0.653951668071123,0.36208646689259233,0.40585503790174665,0.3500622370887449,1,-0.2042345665656276,0.5420217752544482,0.0,-0.5535091420632874,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,-1.224744871391589,2.075297377672938,-1.562889295765913,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
7,-1.0866755151470848,-1.8684257522543597,-0.8177339465973219,-0.9614863916702531,-0.6448581091374443,0.056122717782223136,0.36208646689259233,0.881239026519729,0.44912310461149985,1,-0.48289280021045267,-0.5755784574365034,0.0,-0.52180187394615,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
8,-0.5391662584750891,-0.8916882501868245,-0.0013328996684553085,-0.9614863916702531,-0.7298495698307945,0.056122717782223136,0.36208646689259233,0.12062464473095733,0.11974572009833968,0,-0.15387310479355648,-0.5755784574365034,0.0,-0.627228540435632,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,2.075297377672938,-1.562889295765913,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
10,2.4173837275536876,0.08504925188071055,-0.9810141559830953,-0.9614863916702531,-0.814416073220678,0.056122717782223136,-0.33918771799819886,-0.11706734957803379,0.11726919841027081,1,0.124869716937961,0.9145502190558433,0.0,-0.6280212221385605,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-1.224744871391589,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
11,-0.7581699611438873,-1.8684257522543597,-0.9810141559830953,-0.9614863916702531,-0.8095290642308104,-1.1395351827955769,-1.04046190288899,-1.6382961131555769,-1.7648872845220729,1,-1.1044595587392156,-0.5755896333829511,0.0,-1.2304593163641728,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
12,0.11784484953130571,0.08504925188071055,0.32522751910309133,0.8459113011114247,0.6423375630633446,0.056122717782223136,-0.33918771799819886,-0.21214414730163023,-0.40527687777226146,0,-0.39469087648926826,0.9145502190558433,0.0,0.1765507063338033,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,3.0229010957162923,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,2.075297377672938,-1.562889295765913,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
13,-0.10115885313749257,0.08504925188071055,-0.0013328996684553085,-0.05778754527941421,-0.2689833742211031,1.251780618360023,1.0633606517833836,0.881239026519729,1.8037804679851734,0,0.5515779164697515,0.3185044109514518,0.0,1.1047809804630033,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
14,-0.2106607044718917,0.08504925188071055,-0.32789331844000197,-0.9614863916702531,-0.8662608642436216,0.653951668071123,1.0633606517833836,0.21570144245455378,0.6051439709598389,1,0.23697092597590466,-0.5755762222405085,0.0,-0.47186292666165836,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,0.816496580927726,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
15,-0.8676718124782865,-0.8916882501868245,0.32522751910309133,-0.05778754527941421,-0.4908110866307471,-0.5417062325066768,-0.33918771799819886,-0.3547593438870249,-0.8906751286337606,1,-0.8846809334634803,-0.5755821827581951,0.0,-0.6200944051092762,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-1.224744871391589,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
16,-0.6486681098094882,-1.8684257522543597,-0.32789331844000197,-0.9614863916702531,-0.7632087181529345,0.056122717782223136,-0.33918771799819886,-0.3547593438870249,-0.355746444010884,0,-0.15434504886473346,0.9145502190558433,0.0,-0.779423427397892,0.7277751079147405,-0.6599597525607148,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,0.816496580927726,-0.48185865349153717,0.639840584172622,0.10490055551547467,0.06917144638660723,0.11443084218428509,0.07397267214553131
